rxn,direction,E0_total,E0_TS0,delta_E0
rmg_rxn_153,reverse,-1067623.0,-1067540.0,83.0
rmg_rxn_1532,forward,-487910.0,,
rmg_rxn_1532,reverse,-798823.0,,
rmg_rxn_1534,forward,-1844229.0,-1844200.0,29.0
rmg_rxn_1534,reverse,-1844282.0,-1844200.0,82.0
rmg_rxn_15371,forward,-754831.0,,
rmg_rxn_15371,reverse,-444005.0,,
rmg_rxn_15373,forward,-796972.0,-796971.0,1.0
rmg_rxn_15373,reverse,-797065.0,-796971.0,94.0
rmg_rxn_15379,forward,-644600.0,-644594.0,6.0
rmg_rxn_15379,reverse,-644635.0,-644594.0,41.0
rmg_rxn_1538,forward,-931980.0,-931865.0,115.0
rmg_rxn_1538,reverse,-932034.0,-931865.0,169.0
rmg_rxn_15380,forward,-983730.0,-983740.0,-10.0
rmg_rxn_15380,reverse,-983888.0,-983740.0,148.0
rmg_rxn_15381,forward,-550283.0,-550233.0,50.0
rmg_rxn_15381,reverse,-550271.0,-550233.0,38.0
rmg_rxn_15382,forward,-931913.0,-931897.0,16.0
rmg_rxn_15382,reverse,-932026.0,-931897.0,129.0
rmg_rxn_15383,forward,-931900.0,-931899.0,1.0
rmg_rxn_15383,reverse,-932026.0,-931899.0,127.0
rmg_rxn_15385,forward,-889722.0,-889702.0,20.0
rmg_rxn_15385,reverse,-889889.0,-889702.0,187.0
rmg_rxn_15386,forward,-889768.0,-889757.0,11.0
rmg_rxn_15386,reverse,-889889.0,-889757.0,132.0
rmg_rxn_15388,forward,-653411.0,-653378.0,33.0
rmg_rxn_15388,reverse,-653442.0,-653378.0,64.0
rmg_rxn_15390,forward,-798691.0,-798670.0,21.0
rmg_rxn_15390,reverse,-798732.0,-798670.0,62.0
rmg_rxn_15391,forward,-853309.0,-853286.0,23.0
rmg_rxn_15391,reverse,-853387.0,-853286.0,101.0
rmg_rxn_15392,forward,-853298.0,-853276.0,22.0
rmg_rxn_15392,reverse,-853387.0,-853276.0,111.0
rmg_rxn_15394,forward,-1698884.0,-1698880.0,4.0
rmg_rxn_15394,reverse,-1698974.0,-1698880.0,94.0
rmg_rxn_15395,forward,-1802024.0,-1802010.0,14.0
rmg_rxn_15395,reverse,-1802084.0,-1802010.0,74.0
rmg_rxn_15396,forward,-737603.0,-737591.0,12.0
rmg_rxn_15396,reverse,-737719.0,-737591.0,128.0
rmg_rxn_15397,forward,-756565.0,,
rmg_rxn_15397,reverse,-445765.0,,
rmg_rxn_15398,forward,-734436.0,-734445.0,-9.0
rmg_rxn_15398,reverse,-734627.0,-734445.0,182.0
rmg_rxn_1540,forward,-1099344.0,-1099320.0,24.0
rmg_rxn_1540,reverse,-1099434.0,-1099320.0,114.0
rmg_rxn_15401,forward,-447084.75,-447038.0,46.75
rmg_rxn_15401,reverse,-447067.16,-447038.0,29.15999999997439
rmg_rxn_15402,forward,-992940.0,-992928.0,12.0
rmg_rxn_15402,reverse,-993054.0,-992928.0,126.0
rmg_rxn_15404,forward,-992901.0,-992916.0,-15.0
rmg_rxn_15404,reverse,-993054.0,-992916.0,138.0
rmg_rxn_15405,forward,-1905174.0,-1905150.0,24.0
rmg_rxn_15405,reverse,-1905214.0,-1905150.0,64.0
rmg_rxn_15406,forward,-859711.0,-859691.0,20.0
rmg_rxn_15406,reverse,-859756.0,-859691.0,65.0
rmg_rxn_15407,forward,-1057163.0,-1057140.0,23.0
rmg_rxn_15407,reverse,-1057215.0,-1057140.0,75.0
rmg_rxn_15408,forward,-859711.0,-859681.0,30.0
rmg_rxn_15408,reverse,-859741.0,-859681.0,60.0
rmg_rxn_15409,forward,-1251535.0,-1251520.0,15.0
rmg_rxn_15409,reverse,-1251590.0,-1251520.0,70.0
rmg_rxn_15410,forward,-1905174.0,-1905160.0,14.0
rmg_rxn_15410,reverse,-1905244.0,-1905160.0,84.0
rmg_rxn_15411,forward,-1492594.0,-1492590.0,4.0
rmg_rxn_15411,reverse,-1492664.0,-1492590.0,74.0
rmg_rxn_15412,forward,-792438.0,-792407.0,31.0
rmg_rxn_15412,reverse,-792491.0,-792407.0,84.0
rmg_rxn_15417,forward,-1160326.0,-1160290.0,36.0
rmg_rxn_15417,reverse,-1160352.0,-1160290.0,62.0
rmg_rxn_15418,forward,-850898.0,,
rmg_rxn_15418,reverse,-445765.0,,
rmg_rxn_15419,forward,-992879.0,-992846.0,33.0
rmg_rxn_15419,reverse,-992909.0,-992846.0,63.0
rmg_rxn_15420,forward,-1251535.0,-1251520.0,15.0
rmg_rxn_15420,reverse,-1251566.0,-1251520.0,46.0
rmg_rxn_15421,forward,-1160326.0,-1160300.0,26.0
rmg_rxn_15421,reverse,-1160366.0,-1160300.0,66.0
rmg_rxn_15422,forward,-1160326.0,-1160300.0,26.0
rmg_rxn_15422,reverse,-1160354.0,-1160300.0,54.0
rmg_rxn_15423,forward,-1251535.0,-1251520.0,15.0
rmg_rxn_15423,reverse,-1251588.0,-1251520.0,68.0
rmg_rxn_15424,forward,-1160326.0,-1160310.0,16.0
rmg_rxn_15424,reverse,-1160386.0,-1160310.0,76.0
rmg_rxn_15425,forward,-1057176.0,-1057140.0,36.0
rmg_rxn_15425,reverse,-1057199.0,-1057140.0,59.0
rmg_rxn_15426,forward,-954045.0,-954035.0,10.0
rmg_rxn_15426,reverse,-954074.0,-954035.0,39.0
rmg_rxn_15427,forward,-1160326.0,-1160310.0,16.0
rmg_rxn_15427,reverse,-1160384.0,-1160310.0,74.0
rmg_rxn_15428,forward,-753369.0,-753322.0,47.0
rmg_rxn_15428,reverse,-753356.0,-753322.0,34.0
rmg_rxn_15434,forward,-856531.0,-856493.0,38.0
rmg_rxn_15434,reverse,-856533.0,-856493.0,40.0
rmg_rxn_15436,forward,-750136.0,-750028.0,108.0
rmg_rxn_15436,reverse,-750030.0,-750028.0,2.0
rmg_rxn_15439,forward,-1251619.0,-1251580.0,39.0
rmg_rxn_15439,reverse,-1251645.0,-1251580.0,65.0
rmg_rxn_1544,forward,-1099360.0,-1099330.0,30.0
rmg_rxn_1544,reverse,-1099421.0,-1099330.0,91.0
rmg_rxn_15440,forward,-642864.0,-642840.0,24.0
rmg_rxn_15440,reverse,-642841.0,-642840.0,1.0
rmg_rxn_15442,forward,-984082.0,-984081.0,1.0
rmg_rxn_15442,reverse,-984220.0,-984081.0,139.0
rmg_rxn_15443,forward,-1251523.0,-1251500.0,23.0
rmg_rxn_15443,reverse,-1251574.0,-1251500.0,74.0
rmg_rxn_15450,forward,-1251485.0,-1251480.0,5.0
rmg_rxn_15450,reverse,-1251513.0,-1251480.0,33.0
rmg_rxn_15453,forward,-837590.0,-837562.0,28.0
rmg_rxn_15453,reverse,-837683.0,-837562.0,121.0
rmg_rxn_15457,forward,-1043821.0,-1043820.0,1.0
rmg_rxn_15457,reverse,-1043888.0,-1043820.0,68.0
rmg_rxn_15458,forward,-1043807.0,-1043780.0,27.0
rmg_rxn_15458,reverse,-1043888.0,-1043780.0,108.0
rmg_rxn_15459,forward,-590669.0,-590672.0,-3.0
rmg_rxn_15459,reverse,-590730.0,-590672.0,58.0
rmg_rxn_15466,forward,-1698884.0,-1698850.0,34.0
rmg_rxn_15466,reverse,-1698914.0,-1698850.0,64.0
rmg_rxn_15467,forward,-992833.0,-992823.0,10.0
rmg_rxn_15467,reverse,-992943.0,-992823.0,120.0
rmg_rxn_15469,forward,-548510.0,-548484.0,26.0
rmg_rxn_15469,reverse,-548523.0,-548484.0,39.0
rmg_rxn_15473,forward,-1143810.0,-1143810.0,0.0
rmg_rxn_15473,reverse,-1143958.0,-1143810.0,148.0
rmg_rxn_15476,forward,-1204890.0,-1204890.0,0.0
rmg_rxn_15476,reverse,-1204981.0,-1204890.0,91.0
rmg_rxn_15477,forward,-1251465.0,-1251440.0,25.0
rmg_rxn_15477,reverse,-1251511.0,-1251440.0,71.0
rmg_rxn_15478,forward,-798691.0,-798663.0,28.0
rmg_rxn_15478,reverse,-798719.0,-798663.0,56.0
rmg_rxn_15481,forward,-692359.0,-692359.0,0.0
rmg_rxn_15481,reverse,-692448.0,-692359.0,89.0
rmg_rxn_15484,forward,-798691.0,-798697.0,-6.0
rmg_rxn_15484,reverse,-798765.0,-798697.0,68.0
rmg_rxn_15485,forward,-954045.0,-954035.0,10.0
rmg_rxn_15485,reverse,-954104.0,-954035.0,69.0
rmg_rxn_15486,forward,-992901.0,-992889.0,12.0
rmg_rxn_15486,reverse,-993044.0,-992889.0,155.0
rmg_rxn_15487,forward,-992878.0,-992886.0,-8.0
rmg_rxn_15487,reverse,-993044.0,-992886.0,158.0
rmg_rxn_15490,forward,-756561.0,-756538.0,23.0
rmg_rxn_15490,reverse,-756606.0,-756538.0,68.0
rmg_rxn_15491,forward,-1698884.0,-1698870.0,14.0
rmg_rxn_15491,reverse,-1698944.0,-1698870.0,74.0
rmg_rxn_15493,forward,-1162823.0,-1162790.0,33.0
rmg_rxn_15493,reverse,-1162824.0,-1162790.0,34.0
rmg_rxn_15494,forward,-950924.0,-950892.0,32.0
rmg_rxn_15494,reverse,-950951.0,-950892.0,59.0
rmg_rxn_15496,forward,-850895.0,-850884.0,11.0
rmg_rxn_15496,reverse,-850957.0,-850884.0,73.0
rmg_rxn_15497,forward,-853298.0,-853270.0,28.0
rmg_rxn_15497,reverse,-853373.0,-853270.0,103.0
rmg_rxn_15498,forward,-1802024.0,-1802010.0,14.0
rmg_rxn_15498,reverse,-1802094.0,-1802010.0,84.0
rmg_rxn_15504,forward,-950924.0,-950904.0,20.0
rmg_rxn_15504,reverse,-951005.0,-950904.0,101.0
rmg_rxn_15505,forward,-1148133.0,-1148140.0,-7.0
rmg_rxn_15505,reverse,-1148242.0,-1148140.0,102.0
rmg_rxn_15506,forward,-853298.0,-853274.0,24.0
rmg_rxn_15506,reverse,-853380.0,-853274.0,106.0
rmg_rxn_15507,forward,-992866.0,-992873.0,-7.0
rmg_rxn_15507,reverse,-992990.0,-992873.0,117.0
rmg_rxn_15508,forward,-850895.0,-850872.0,23.0
rmg_rxn_15508,reverse,-850922.0,-850872.0,50.0
rmg_rxn_15509,forward,-1043921.0,-1043910.0,11.0
rmg_rxn_15509,reverse,-1044036.0,-1043910.0,126.0
rmg_rxn_15513,forward,-1802024.0,-1801990.0,34.0
rmg_rxn_15513,reverse,-1802054.0,-1801990.0,64.0
rmg_rxn_15514,forward,-992816.0,-992828.0,-12.0
rmg_rxn_15514,reverse,-992955.0,-992828.0,127.0
rmg_rxn_15515,forward,-1057176.0,-1057160.0,16.0
rmg_rxn_15515,reverse,-1057236.0,-1057160.0,76.0
rmg_rxn_15516,forward,-954045.0,-954033.0,12.0
rmg_rxn_15516,reverse,-954088.0,-954033.0,55.0
rmg_rxn_15517,forward,-1344404.0,-1344400.0,4.0
rmg_rxn_15517,reverse,-1344503.0,-1344400.0,103.0
rmg_rxn_15519,forward,-1302316.0,-1302320.0,-4.0
rmg_rxn_15519,reverse,-1302436.0,-1302320.0,116.0
rmg_rxn_15521,forward,-1057163.0,-1057130.0,33.0
rmg_rxn_15521,reverse,-1057191.0,-1057130.0,61.0
rmg_rxn_15524,forward,-1057163.0,-1057150.0,13.0
rmg_rxn_15524,reverse,-1057220.0,-1057150.0,70.0
rmg_rxn_15526,forward,-954045.0,-954023.0,22.0
rmg_rxn_15526,reverse,-954076.0,-954023.0,53.0
rmg_rxn_15531,forward,-1057163.0,-1057140.0,23.0
rmg_rxn_15531,reverse,-1057202.0,-1057140.0,62.0
rmg_rxn_15538,forward,-753369.0,-753333.0,36.0
rmg_rxn_15538,reverse,-753375.0,-753333.0,42.0
rmg_rxn_15539,forward,-1362813.0,-1362790.0,23.0
rmg_rxn_15539,reverse,-1362952.0,-1362790.0,162.0
rmg_rxn_15540,forward,-1362813.0,-1362810.0,3.0
rmg_rxn_15540,reverse,-1362952.0,-1362810.0,142.0
rmg_rxn_15541,forward,-753369.0,-753345.0,24.0
rmg_rxn_15541,reverse,-753458.0,-753345.0,113.0
rmg_rxn_15545,forward,-992940.0,-992914.0,26.0
rmg_rxn_15545,reverse,-993029.0,-992914.0,115.0
rmg_rxn_15546,forward,-992878.0,-992879.0,-1.0
rmg_rxn_15546,reverse,-993029.0,-992879.0,150.0
rmg_rxn_15565,forward,-857949.0,,
rmg_rxn_15565,reverse,-547168.0,,
rmg_rxn_15566,forward,-839121.0,-839108.0,13.0
rmg_rxn_15566,reverse,-839172.0,-839108.0,64.0
rmg_rxn_15567,forward,-900134.0,-900115.0,19.0
rmg_rxn_15567,reverse,-900182.0,-900115.0,67.0
rmg_rxn_15568,forward,-943589.0,-943407.0,182.0
rmg_rxn_15568,reverse,-943380.0,-943407.0,-27.0
rmg_rxn_15573,forward,-747717.0,-747725.0,-8.0
rmg_rxn_15573,reverse,-747797.0,-747725.0,72.0
rmg_rxn_15574,forward,-1086892.0,-1086890.0,2.0
rmg_rxn_15574,reverse,-1087005.0,-1086890.0,115.0
rmg_rxn_15575,forward,-653400.0,-653357.0,43.0
rmg_rxn_15575,reverse,-653433.0,-653357.0,76.0
rmg_rxn_15576,forward,-1035075.0,-1035040.0,35.0
rmg_rxn_15576,reverse,-1035143.0,-1035040.0,103.0
rmg_rxn_15577,forward,-1035062.0,-1035050.0,12.0
rmg_rxn_15577,reverse,-1035143.0,-1035050.0,93.0
rmg_rxn_15579,forward,-992884.0,-992856.0,28.0
rmg_rxn_15579,reverse,-993006.0,-992856.0,150.0
rmg_rxn_15580,forward,-992930.0,-992907.0,23.0
rmg_rxn_15580,reverse,-993006.0,-992907.0,99.0
rmg_rxn_15581,forward,-992887.0,-992895.0,-8.0
rmg_rxn_15581,reverse,-993006.0,-992895.0,111.0
rmg_rxn_15582,forward,-756559.0,-756510.0,49.0
rmg_rxn_15582,reverse,-756573.0,-756510.0,63.0
rmg_rxn_15584,forward,-901849.0,-901805.0,44.0
rmg_rxn_15584,reverse,-901853.0,-901805.0,48.0
rmg_rxn_15585,forward,-956471.0,-956425.0,46.0
rmg_rxn_15585,reverse,-956504.0,-956425.0,79.0
rmg_rxn_15586,forward,-956460.0,-956417.0,43.0
rmg_rxn_15586,reverse,-956504.0,-956417.0,87.0
rmg_rxn_15588,forward,-1802046.0,-1802040.0,6.0
rmg_rxn_15588,reverse,-1802091.0,-1802040.0,51.0
rmg_rxn_15589,forward,-1905186.0,-1905140.0,46.0
rmg_rxn_15589,reverse,-1905201.0,-1905140.0,61.0
rmg_rxn_15590,forward,-840765.0,-840744.0,21.0
rmg_rxn_15590,reverse,-840836.0,-840744.0,92.0
rmg_rxn_15591,forward,-548883.0,,
rmg_rxn_15591,reverse,-859728.0,,
rmg_rxn_15592,forward,-837598.0,-837596.0,2.0
rmg_rxn_15592,reverse,-837744.0,-837596.0,148.0
rmg_rxn_15593,forward,-837509.0,-837528.0,-19.0
rmg_rxn_15593,reverse,-837744.0,-837528.0,216.0
rmg_rxn_15595,forward,-550202.75,-550171.0,31.75
rmg_rxn_15595,reverse,-550230.16,-550171.0,59.160000000032596
rmg_rxn_15596,forward,-1096102.0,-1096080.0,22.0
rmg_rxn_15596,reverse,-1096171.0,-1096080.0,91.0
rmg_rxn_15597,forward,-1096041.0,-1096020.0,21.0
rmg_rxn_15597,reverse,-1096171.0,-1096020.0,151.0
rmg_rxn_15598,forward,-1096063.0,-1096070.0,-7.0
rmg_rxn_15598,reverse,-1096171.0,-1096070.0,101.0
rmg_rxn_15599,forward,-2008331.0,-2008280.0,51.0
rmg_rxn_15599,reverse,-2008336.0,-2008280.0,56.0
rmg_rxn_156,forward,-1263524.0,-1263510.0,14.0
rmg_rxn_156,reverse,-1263612.0,-1263510.0,102.0
rmg_rxn_15600,forward,-962873.0,-962824.0,49.0
rmg_rxn_15600,reverse,-962873.0,-962824.0,49.0
rmg_rxn_15601,forward,-1160325.0,-1160280.0,45.0
rmg_rxn_15601,reverse,-1160332.0,-1160280.0,52.0
rmg_rxn_15602,forward,-962858.0,-962814.0,44.0
rmg_rxn_15602,reverse,-962873.0,-962814.0,59.0
rmg_rxn_15603,forward,-1354707.0,-1354640.0,67.0
rmg_rxn_15603,reverse,-1354697.0,-1354640.0,57.0
rmg_rxn_15604,forward,-2008336.0,-2008300.0,36.0
rmg_rxn_15604,reverse,-2008361.0,-2008300.0,61.0
rmg_rxn_15605,forward,-1595756.0,-1595750.0,6.0
rmg_rxn_15605,reverse,-1595781.0,-1595750.0,31.0
rmg_rxn_1561,forward,-1293719.0,-1293690.0,29.0
rmg_rxn_1561,reverse,-1293781.0,-1293690.0,91.0
rmg_rxn_15611,forward,-1263469.0,-1263430.0,39.0
rmg_rxn_15611,reverse,-1263488.0,-1263430.0,58.0
rmg_rxn_15612,forward,-548883.0,,
rmg_rxn_15612,reverse,-954061.0,,
rmg_rxn_15613,forward,-1096026.0,-1095980.0,46.0
rmg_rxn_15613,reverse,-1096041.0,-1095980.0,61.0
rmg_rxn_15614,forward,-1354683.0,-1354640.0,43.0
rmg_rxn_15614,reverse,-1354697.0,-1354640.0,57.0
rmg_rxn_15615,forward,-1263483.0,-1263430.0,53.0
rmg_rxn_15615,reverse,-1263488.0,-1263430.0,58.0
rmg_rxn_15616,forward,-1263471.0,-1263420.0,51.0
rmg_rxn_15616,reverse,-1263488.0,-1263420.0,68.0
rmg_rxn_15617,forward,-1354697.0,-1354650.0,47.0
rmg_rxn_15617,reverse,-1354705.0,-1354650.0,55.0
rmg_rxn_15618,forward,-1263488.0,-1263450.0,38.0
rmg_rxn_15618,reverse,-1263503.0,-1263450.0,53.0
rmg_rxn_15619,forward,-1160316.0,-1160280.0,36.0
rmg_rxn_15619,reverse,-1160338.0,-1160280.0,58.0
rmg_rxn_15620,forward,-1057191.0,-1057170.0,21.0
rmg_rxn_15620,reverse,-1057207.0,-1057170.0,37.0
rmg_rxn_15622,forward,-856473.0,-856454.0,19.0
rmg_rxn_15622,reverse,-856531.0,-856454.0,77.0
rmg_rxn_15626,forward,-792190.0,-792297.0,-107.0
rmg_rxn_15626,reverse,-792409.0,-792297.0,112.0
rmg_rxn_15628,forward,-959650.0,-959626.0,24.0
rmg_rxn_15628,reverse,-959693.0,-959626.0,67.0
rmg_rxn_1563,forward,-1293658.0,-1293650.0,8.0
rmg_rxn_1563,reverse,-1293743.0,-1293650.0,93.0
rmg_rxn_15633,forward,-1354762.0,-1354720.0,42.0
rmg_rxn_15633,reverse,-1354781.0,-1354720.0,61.0
rmg_rxn_15634,forward,-745982.0,-745975.0,7.0
rmg_rxn_15634,reverse,-746004.0,-745975.0,29.0
rmg_rxn_15636,forward,-1087244.0,-1087240.0,4.0
rmg_rxn_15636,reverse,-1087337.0,-1087240.0,97.0
rmg_rxn_15637,forward,-1354685.0,-1354640.0,45.0
rmg_rxn_15637,reverse,-1354691.0,-1354640.0,51.0
rmg_rxn_15644,forward,-1354630.0,-1354610.0,20.0
rmg_rxn_15644,reverse,-1354647.0,-1354610.0,37.0
rmg_rxn_15647,forward,-940752.0,-940710.0,42.0
rmg_rxn_15647,reverse,-940800.0,-940710.0,90.0
rmg_rxn_1565,forward,-1293790.0,-1293770.0,20.0
rmg_rxn_1565,reverse,-1293877.0,-1293770.0,107.0
rmg_rxn_15651,forward,-1146983.0,-1146970.0,13.0
rmg_rxn_15651,reverse,-1147005.0,-1146970.0,35.0
rmg_rxn_15652,forward,-1146969.0,-1146930.0,39.0
rmg_rxn_15652,reverse,-1147005.0,-1146930.0,75.0
rmg_rxn_15653,forward,-693831.0,-693799.0,32.0
rmg_rxn_15653,reverse,-693847.0,-693799.0,48.0
rmg_rxn_15654,forward,-1246916.0,-1246900.0,16.0
rmg_rxn_15654,reverse,-1246962.0,-1246900.0,62.0
rmg_rxn_15660,forward,-1802031.0,-1801990.0,41.0
rmg_rxn_15660,reverse,-1802046.0,-1801990.0,56.0
rmg_rxn_15661,forward,-1095995.0,-1095970.0,25.0
rmg_rxn_15661,reverse,-1096060.0,-1095970.0,90.0
rmg_rxn_15664,forward,-940752.0,-940748.0,4.0
rmg_rxn_15664,reverse,-940890.0,-940748.0,142.0
rmg_rxn_15667,forward,-1246972.0,-1246960.0,12.0
rmg_rxn_15667,reverse,-1247075.0,-1246960.0,115.0
rmg_rxn_15670,forward,-1308052.0,-1308030.0,22.0
rmg_rxn_15670,reverse,-1308098.0,-1308030.0,68.0
rmg_rxn_15671,forward,-1354627.0,-1354580.0,47.0
rmg_rxn_15671,reverse,-1354628.0,-1354580.0,48.0
rmg_rxn_15672,forward,-901836.0,-901797.0,39.0
rmg_rxn_15672,reverse,-901853.0,-901797.0,56.0
rmg_rxn_15675,forward,-795521.0,-795497.0,24.0
rmg_rxn_15675,reverse,-795565.0,-795497.0,68.0
rmg_rxn_15678,forward,-901853.0,-901819.0,34.0
rmg_rxn_15678,reverse,-901882.0,-901819.0,63.0
rmg_rxn_15679,forward,-1057207.0,-1057170.0,37.0
rmg_rxn_15679,reverse,-1057221.0,-1057170.0,51.0
rmg_rxn_15680,forward,-1096063.0,-1096020.0,43.0
rmg_rxn_15680,reverse,-1096161.0,-1096020.0,141.0
rmg_rxn_15681,forward,-1096040.0,-1096040.0,0.0
rmg_rxn_15681,reverse,-1096161.0,-1096040.0,121.0
rmg_rxn_15683,forward,-1138013.0,-1138030.0,-17.0
rmg_rxn_15683,reverse,-1138142.0,-1138030.0,112.0
rmg_rxn_15684,forward,-859723.0,-859672.0,51.0
rmg_rxn_15684,reverse,-859723.0,-859672.0,51.0
rmg_rxn_15685,forward,-1802046.0,-1802000.0,46.0
rmg_rxn_15685,reverse,-1802061.0,-1802000.0,61.0
rmg_rxn_15688,forward,-1054068.0,-1054030.0,38.0
rmg_rxn_15688,reverse,-1054086.0,-1054030.0,56.0
rmg_rxn_15690,forward,-954057.0,-954021.0,36.0
rmg_rxn_15690,reverse,-954074.0,-954021.0,53.0
rmg_rxn_15691,forward,-956460.0,-956412.0,48.0
rmg_rxn_15691,reverse,-956490.0,-956412.0,78.0
rmg_rxn_15692,forward,-1905186.0,-1905150.0,36.0
rmg_rxn_15692,reverse,-1905211.0,-1905150.0,61.0
rmg_rxn_15698,forward,-1054086.0,-1054050.0,36.0
rmg_rxn_15698,reverse,-1054122.0,-1054050.0,72.0
rmg_rxn_15699,forward,-1251295.0,-1251290.0,5.0
rmg_rxn_15699,reverse,-1251359.0,-1251290.0,69.0
rmg_rxn_157,forward,-1263463.0,-1263440.0,23.0
rmg_rxn_157,reverse,-1263612.0,-1263440.0,172.0
rmg_rxn_15701,forward,-1096028.0,-1096020.0,8.0
rmg_rxn_15701,reverse,-1096107.0,-1096020.0,87.0
rmg_rxn_15702,forward,-954039.0,-954008.0,31.0
rmg_rxn_15702,reverse,-954057.0,-954008.0,49.0
rmg_rxn_15703,forward,-1147083.0,-1147050.0,33.0
rmg_rxn_15703,reverse,-1147153.0,-1147050.0,103.0
rmg_rxn_15707,forward,-1905171.0,-1905130.0,41.0
rmg_rxn_15707,reverse,-1905186.0,-1905130.0,56.0
rmg_rxn_15708,forward,-1095978.0,-1095970.0,8.0
rmg_rxn_15708,reverse,-1096072.0,-1095970.0,102.0
rmg_rxn_15709,forward,-1160338.0,-1160300.0,38.0
rmg_rxn_15709,reverse,-1160353.0,-1160300.0,53.0
rmg_rxn_15710,forward,-1057205.0,-1057170.0,35.0
rmg_rxn_15710,reverse,-1057207.0,-1057170.0,37.0
rmg_rxn_15711,forward,-1447566.0,-1447540.0,26.0
rmg_rxn_15711,reverse,-1447620.0,-1447540.0,80.0
rmg_rxn_15713,forward,-1405478.0,-1405460.0,18.0
rmg_rxn_15713,reverse,-1405553.0,-1405460.0,93.0
rmg_rxn_15714,forward,-1160308.0,-1160270.0,38.0
rmg_rxn_15714,reverse,-1160325.0,-1160270.0,55.0
rmg_rxn_15715,forward,-1160325.0,-1160280.0,45.0
rmg_rxn_15715,reverse,-1160337.0,-1160280.0,57.0
rmg_rxn_15716,forward,-1057193.0,-1057160.0,33.0
rmg_rxn_15716,reverse,-1057207.0,-1057160.0,47.0
rmg_rxn_15719,forward,-1160319.0,-1160270.0,49.0
rmg_rxn_15719,reverse,-1160325.0,-1160270.0,55.0
rmg_rxn_15722,forward,-856492.0,-856466.0,26.0
rmg_rxn_15722,reverse,-856531.0,-856466.0,65.0
rmg_rxn_15723,forward,-1465975.0,-1465950.0,25.0
rmg_rxn_15723,reverse,-1466069.0,-1465950.0,119.0
rmg_rxn_15724,forward,-1465975.0,-1465950.0,25.0
rmg_rxn_15724,reverse,-1466069.0,-1465950.0,119.0
rmg_rxn_15725,forward,-856531.0,-856487.0,44.0
rmg_rxn_15725,reverse,-856575.0,-856487.0,88.0
rmg_rxn_15728,forward,-1096102.0,-1096060.0,42.0
rmg_rxn_15728,reverse,-1096146.0,-1096060.0,86.0
rmg_rxn_15729,forward,-1096040.0,-1096020.0,20.0
rmg_rxn_15729,reverse,-1096146.0,-1096020.0,126.0
rmg_rxn_15734,forward,-992885.0,-992858.0,27.0
rmg_rxn_15734,reverse,-992930.0,-992858.0,72.0
rmg_rxn_158,forward,-2175758.0,-2175710.0,48.0
rmg_rxn_158,reverse,-2175772.0,-2175710.0,62.0
rmg_rxn_159,forward,-1130295.0,-1130250.0,45.0
rmg_rxn_159,reverse,-1130314.0,-1130250.0,64.0
rmg_rxn_16,forward,-1751405.0,-1751390.0,15.0
rmg_rxn_16,reverse,-1751461.0,-1751390.0,71.0
rmg_rxn_16460,forward,-765525.0,-765500.0,25.0
rmg_rxn_16460,reverse,-765560.0,-765500.0,60.0
rmg_rxn_16461,forward,-765510.0,-765489.0,21.0
rmg_rxn_16461,reverse,-765560.0,-765489.0,71.0
rmg_rxn_16462,forward,-1066135.0,-1066120.0,15.0
rmg_rxn_16462,reverse,-1066175.0,-1066120.0,55.0
rmg_rxn_16463,forward,-1066153.0,-1066130.0,23.0
rmg_rxn_16463,reverse,-1066175.0,-1066130.0,45.0
rmg_rxn_16464,forward,-1066155.0,-1066130.0,25.0
rmg_rxn_16464,reverse,-1066175.0,-1066130.0,45.0
rmg_rxn_16465,forward,-1066130.0,,
rmg_rxn_16465,reverse,-1066182.0,,
rmg_rxn_16466,forward,-1066121.0,-1066100.0,21.0
rmg_rxn_16466,reverse,-1066175.0,-1066100.0,75.0
rmg_rxn_16467,forward,-1157335.0,-1157320.0,15.0
rmg_rxn_16467,reverse,-1157384.0,-1157320.0,64.0
rmg_rxn_16468,forward,-1157357.0,-1157330.0,27.0
rmg_rxn_16468,reverse,-1157384.0,-1157330.0,54.0
rmg_rxn_16469,forward,-1157359.0,-1157340.0,19.0
rmg_rxn_16469,reverse,-1157384.0,-1157340.0,44.0
rmg_rxn_16470,forward,-1398433.0,-1398430.0,3.0
rmg_rxn_16470,reverse,-1398443.0,-1398430.0,13.0
rmg_rxn_16472,forward,-1810983.0,-1810950.0,33.0
rmg_rxn_16472,reverse,-1811023.0,-1810950.0,73.0
rmg_rxn_16473,forward,-898728.0,-898693.0,35.0
rmg_rxn_16473,reverse,-898823.0,-898693.0,130.0
rmg_rxn_16474,forward,-898678.0,-898657.0,21.0
rmg_rxn_16474,reverse,-898728.0,-898657.0,71.0
rmg_rxn_16480,forward,-889931.0,-889921.0,10.0
rmg_rxn_16480,reverse,-889989.0,-889921.0,68.0
rmg_rxn_16484,forward,-702821.0,-702797.0,24.0
rmg_rxn_16484,reverse,-702834.0,-702797.0,37.0
rmg_rxn_16489,forward,-641808.0,-641787.0,21.0
rmg_rxn_16489,reverse,-641824.0,-641787.0,37.0
rmg_rxn_16491,forward,-660601.0,,
rmg_rxn_16491,reverse,-349855.0,,
rmg_rxn_16493,forward,-898699.0,-898672.0,27.0
rmg_rxn_16493,reverse,-898734.0,-898672.0,62.0
rmg_rxn_16496,forward,-1604733.0,-1604710.0,23.0
